Cohort	Sample_t0	Sample_t1	Species	NumTestedSNPs	NumSNPChanges	NumTestedGenes	NumGeneChanges	NumPrivateSNVs	NumPrivateReversions
hmp	700114000	700116568	Bacteroides_caccae_53434	3285830	0	3561	0	2	0
hmp	700114000	700116568	Bacteroides_finegoldii_57739	2776360	0	4003	0	30	0
hmp	700114000	700116568	Bacteroides_massiliensis_44749	2551720	0	3044	0	62	0
hmp	700114000	700116568	Bacteroides_uniformis_57318	1349900	0	5053	0	13	0
hmp	700114000	700116568	Barnesiella_intestinihominis_62208	2703440	0	2666	0	11	0
hmp	700114082	700165455	Alistipes_onderdonkii_55464	1676460	9334	2631	31	9	8
hmp	700114082	700165455	Bacteroides_uniformis_57318	1315420	0	5053	0	13	0
hmp	700114082	700165455	Ruminococcus_bromii_62047	1529990	2	1917	3	71	1
hmp	700114218	700171115	Bacteroides_caccae_53434	3256980	0	3561	0	76	0
hmp	700114218	700171115	Bacteroides_ovatus_58035	1565360	0	6575	0	14	0
hmp	700114218	700171115	Bacteroides_stercoris_56735	2458860	1	3009	0	36	0
hmp	700114218	700171115	Bacteroides_uniformis_57318	728850	0	5053	1	77	0
hmp	700114218	700171115	Eubacterium_rectale_56927	1678810	1	3578	0	344	0
hmp	700114218	700171115	Eubacterium_siraeum_57634	1634630	1	3059	0	75	0
hmp	700114653	700172461	Alistipes_finegoldii_56071	1871820	0	2229	0	62	0
hmp	700114653	700172461	Alistipes_putredinis_61533	1391950	0	1839	0	37	0
hmp	700114653	700172461	Dialister_invisus_61905	1375840	1	1920	0	115	0
hmp	700114653	700172461	Parabacteroides_merdae_56972	2520010	0	3554	0	25	0
hmp	700114911	700171955	Bacteroides_plebeius_61623	1630280	0	2712	0	218	0
hmp	700116076	700161856	Alistipes_putredinis_61533	1379640	0	1839	8	81	0
hmp	700116076	700161856	Bacteroides_stercoris_56735	2556640	0	3009	0	114	0
hmp	700116076	700161856	Bacteroides_thetaiotaomicron_56941	3123790	0	5336	0	304	0
hmp	700116076	700161856	Bacteroides_uniformis_57318	1202890	0	5053	0	130	0
hmp	700116076	700161856	Dialister_invisus_61905	1281720	4	1920	0	623	0
hmp	700116076	700161856	Faecalibacterium_prausnitzii_57453	750977	0	1996	0	766	0
hmp	700116076	700161856	Parabacteroides_distasonis_56985	3349190	0	7002	0	65	0
hmp	700116076	700161856	Parabacteroides_merdae_56972	2737640	0	3554	0	323	0
hmp	700116730	700171341	Bacteroides_stercoris_56735	2520110	0	3009	0	31	0
hmp	700117031	700164417	Alistipes_putredinis_61533	1455950	0	1839	0	41	0
hmp	700117031	700164417	Alistipes_shahii_62199	1525850	0	1709	0	252	0
hmp	700117031	700164417	Bacteroides_stercoris_56735	2537120	0	3009	0	338	0
hmp	700117031	700164417	Bacteroides_uniformis_57318	1260520	0	5053	0	84	0
hmp	700117031	700164417	Oscillibacter_sp_60799	995939	0	1638	0	208	0
hmp	700117031	700164417	Parabacteroides_distasonis_56985	3348460	0	7002	0	108	0
hmp	700117031	700164417	Parabacteroides_merdae_56972	2701520	2	3554	0	59	0
hmp	700117031	700173086	Bacteroides_thetaiotaomicron_56941	3629120	0	5336	0	40	0
hmp	700117069	700165986	Dialister_invisus_61905	1354650	0	1920	0	654	0
hmp	700117069	700165986	Prevotella_copri_61740	1451460	0	2121	0	283	0
hmp	700117172	700164641	Alistipes_putredinis_61533	1453040	0	1839	0	8	0
hmp	700117172	700164641	Bacteroides_uniformis_57318	1401850	0	5053	0	46	0
hmp	700117172	700164641	Parabacteroides_merdae_56972	2847650	0	3554	0	16	0
hmp	700117172	700164641	Ruminococcus_bicirculans_59300	1898200	2	2465	0	49	0
hmp	700117184	700173627	Bacteroides_vulgatus_57955	2734910	0	8885	0	13	0
hmp	700117184	700173627	Ruminococcus_bicirculans_59300	1905250	0	2465	0	1261	0
hmp	700117239	700164891	Bacteroides_ovatus_58035	2340050	0	6575	0	5	0
hmp	700117239	700164891	Bacteroides_thetaiotaomicron_56941	3104040	0	5336	0	247	0
hmp	700117239	700164891	Bacteroides_uniformis_57318	1357900	0	5053	0	4	0
hmp	700117303	700165311	Bacteroides_stercoris_56735	2449030	0	3009	0	33	0
hmp	700117303	700165311	Bacteroides_uniformis_57318	1751100	0	5053	0	11	0
hmp	700117303	700173483	Alistipes_putredinis_61533	1493820	0	1839	0	79	0
hmp	700117395	700163982	Bacteroides_vulgatus_57955	2937710	0	8885	0	43	0
hmp	700117395	700163982	Parabacteroides_merdae_56972	2724510	0	3554	0	2	0
hmp	700117395	700163982	Ruminococcus_bicirculans_59300	1899930	0	2465	0	190	0
hmp	700117537	700172132	Bacteroides_stercoris_56735	2473370	0	3009	0	144	0
hmp	700117537	700172132	Bacteroides_vulgatus_57955	2980950	0	8885	0	36	0
hmp	700117537	700172132	Ruminococcus_bicirculans_59300	1920210	0	2465	0	599	0
hmp	700120572	700167107	Bacteroides_coprocola_61586	2271030	0	2626	0	78	0
hmp	700120572	700167107	Bacteroides_massiliensis_44749	2620350	0	3044	0	67	0
hmp	700120572	700167107	Bacteroides_uniformis_57318	1773350	0	5053	0	8	0
hmp	700120572	700167107	Bacteroides_vulgatus_57955	2992610	0	8885	0	23	0
hmp	700124561	700167825	Alistipes_putredinis_61533	1516630	0	1839	0	40	0
hmp	700124561	700167825	Bacteroides_cellulosilyticus_58046	3632490	0	9515	0	883	0
hmp	700124561	700167825	Bacteroides_massiliensis_44749	2604280	0	3044	0	395	0
hmp	700124561	700167825	Bacteroides_vulgatus_57955	2796040	0	8885	0	65	0
hmp	700161219	700165530	Bacteroides_eggerthii_54457	2500440	0	3309	0	318	0
hmp	700161219	700165530	Bacteroides_uniformis_57318	1462970	0	5053	0	23	0
hmp	700161219	700165530	Bacteroides_vulgatus_57955	1950640	0	8885	0	56	0
hmp	700161219	700172870	Alistipes_finegoldii_56071	1937560	2	2229	0	156	0
hmp	700161219	700172870	Alistipes_putredinis_61533	1408710	0	1839	0	139	0
hmp	700161342	700172346	Alistipes_putredinis_61533	1519310	0	1839	0	27	0
hmp	700161342	700172346	Bacteroides_uniformis_57318	1450360	0	5053	0	7	0
hmp	700161342	700172346	Bacteroides_vulgatus_57955	2801710	0	8885	0	20	0
hmp	700161342	700172346	Barnesiella_intestinihominis_62208	2574240	0	2666	0	580	0
hmp	700161581	700165778	Alistipes_putredinis_61533	1503830	0	1839	0	15	0
hmp	700161872	700172555	Alistipes_putredinis_61533	1448880	0	1839	0	0	0
hmp	700161872	700172555	Bacteroides_caccae_53434	3260440	0	3561	0	30	0
hmp	700161872	700172555	Bacteroides_uniformis_57318	1419780	0	5053	0	17	0
hmp	700163521	700171648	Alistipes_putredinis_61533	1454900	0	1839	0	31	0
hmp	700163521	700171648	Bacteroides_cellulosilyticus_58046	3133840	0	9515	0	532	0
hmp	700163521	700171648	Bacteroides_uniformis_57318	1476500	0	5053	0	10	0
hmp	700163628	700165148	Alistipes_putredinis_61533	1427920	0	1839	0	72	0
hmp	700163628	700165148	Bacteroides_finegoldii_57739	2703230	0	4003	0	8	0
hmp	700163628	700165148	Bacteroides_plebeius_61623	1494910	0	2712	0	720	0
hmp	700163628	700165148	Bacteroides_stercoris_56735	2511180	0	3009	0	37	0
hmp	700163628	700165148	Parabacteroides_merdae_56972	2577820	0	3554	0	42	0
hmp	700163628	700165148	Prevotella_copri_61740	1436850	0	2121	0	308	0
hmp	700163628	700165148	Sutterella_wadsworthensis_62218	1322310	0	2136	0	1165	0
hmp	700163811	700173119	Alistipes_finegoldii_56071	2037140	0	2229	0	93	0
hmp	700163811	700173119	Alistipes_onderdonkii_55464	1818320	0	2631	0	23	0
hmp	700163811	700173119	Alistipes_putredinis_61533	1448850	0	1839	0	0	0
hmp	700163811	700173119	Bacteroides_caccae_53434	3304870	1	3561	0	41	0
hmp	700163811	700173119	Bacteroides_ovatus_58035	1499800	0	6575	0	13	0
hmp	700163811	700173119	Bacteroides_uniformis_57318	1419590	0	5053	0	19	0
hmp	700163811	700173119	Faecalibacterium_cf_62236	1023930	0	1352	0	749	0
hmp	700163982	700172927	Parabacteroides_merdae_56972	2725660	0	3554	0	4	0
hmp	700163982	700172927	Ruminococcus_bicirculans_59300	1899740	0	2465	0	189	0
hmp	700164192	700172726	Alistipes_shahii_62199	1651300	0	1709	0	56	0
hmp	700164192	700172726	Bacteroides_cellulosilyticus_58046	3071390	0	9515	0	37	0
hmp	700164192	700172726	Bacteroides_uniformis_57318	1363640	0	5053	1	22	0
hmp	700164192	700172726	Bacteroides_vulgatus_57955	3044060	0	8885	0	21	0
hmp	700164354	700173272	Akkermansia_muciniphila_55290	1807710	0	2437	0	907	0
hmp	700164354	700173272	Bacteroides_ovatus_58035	1375520	0	6575	0	13	0
hmp	700164354	700173272	Bacteroides_thetaiotaomicron_56941	3022820	0	5336	0	23	0
hmp	700164354	700173272	Bacteroides_vulgatus_57955	2803090	0	8885	0	46	0
hmp	700164417	700173086	Alistipes_putredinis_61533	1457260	0	1839	0	39	0
hmp	700164417	700173086	Bacteroides_uniformis_57318	1258640	0	5053	0	87	0
hmp	700164417	700173086	Faecalibacterium_prausnitzii_57453	1257100	0	1996	0	189	0
hmp	700164417	700173086	Oscillibacter_sp_60799	994702	0	1638	0	211	0
hmp	700164417	700173086	Parabacteroides_distasonis_56985	3349480	0	7002	0	108	0
hmp	700164417	700173086	Sutterella_wadsworthensis_56828	1980870	0	2819	0	91	0
hmp	700164641	700173377	Alistipes_putredinis_61533	1455570	0	1839	0	7	0
hmp	700164641	700173377	Bacteroides_ovatus_58035	2304480	0	6575	0	3	0
hmp	700164641	700173377	Bacteroides_uniformis_57318	1461680	0	5053	0	46	0
hmp	700164641	700173377	Parabacteroides_merdae_56972	2848590	0	3554	0	16	0
hmp	700165311	700173483	Bacteroides_stercoris_56735	2447660	0	3009	0	33	0
hmp	700165311	700173483	Bacteroides_uniformis_57318	1719530	0	5053	0	11	0
hmp	700165407	700171114	Alistipes_putredinis_61533	1416740	0	1839	0	31	0
hmp	700165407	700171114	Eubacterium_siraeum_57634	1679730	0	3059	0	703	0
hmp	700165407	700171114	Phascolarctobacterium_sp_59817	1646250	0	2263	0	359	0
hmp	700165530	700172870	Bacteroides_eggerthii_54457	2501030	0	3309	0	322	0
hmp	700165530	700172870	Bacteroides_uniformis_57318	1472530	0	5053	0	22	0
hmp	700165530	700172870	Bacteroides_vulgatus_57955	1978260	0	8885	0	54	0
hmp	700175086	700116296	Bacteroides_caccae_53434	3255150	0	3561	0	39	0
hmp	700175086	700116296	Bacteroides_uniformis_57318	1287070	0	5053	0	70	0
hmp	700175086	700116296	Odoribacter_laneus_62216	2110300	6	3212	0	9	1
